Entity,Code,Day,total_vaccinations
Alabama,,2021-01-12,78134
Alabama,,2021-01-13,84040
Alabama,,2021-01-14,92300
Alabama,,2021-01-15,100567
Alabama,,2021-01-19,130795
Alabama,,2021-01-20,139200
Alabama,,2021-01-21,165919
Alabama,,2021-01-22,199314
Alabama,,2021-01-23,221540
Alabama,,2021-01-24,243737
Alabama,,2021-01-25,250612
Alabama,,2021-01-26,254959
Alabama,,2021-01-27,266444
Alabama,,2021-01-28,278993
Alabama,,2021-01-29,300915
Alabama,,2021-01-30,342436
Alabama,,2021-01-31,353974
Alabama,,2021-02-01,358280
Alabama,,2021-02-02,371882
Alabama,,2021-02-03,388339
Alabama,,2021-02-04,408428
Alabama,,2021-02-05,430597
Alabama,,2021-02-06,455173
Alabama,,2021-02-07,462332
Alabama,,2021-02-08,467636
Alabama,,2021-02-09,490969
Alabama,,2021-02-10,515802
Alabama,,2021-02-11,543237
Alabama,,2021-02-12,571115
Alabama,,2021-02-13,601159
Alabama,,2021-02-14,612254
Alabama,,2021-02-16,636682
Alabama,,2021-02-17,650020
Alabama,,2021-02-18,672038
Alabama,,2021-02-19,739132
Alabama,,2021-02-20,776936
Alabama,,2021-02-21,788613
Alabama,,2021-02-22,793614
Alabama,,2021-02-23,815108
Alabama,,2021-02-24,839703
Alabama,,2021-02-25,864757
Alabama,,2021-02-26,893859
Alabama,,2021-02-27,931090
Alabama,,2021-02-28,942502
Alabama,,2021-03-01,948393
Alabama,,2021-03-02,972161
Alabama,,2021-03-03,1000031
Alabama,,2021-03-04,1032171
Alabama,,2021-03-05,1064578
Alabama,,2021-03-06,1099697
Alabama,,2021-03-07,1110132
Alabama,,2021-03-08,1116676
Alabama,,2021-03-09,1140984
Alabama,,2021-03-10,1173820
Alabama,,2021-03-11,1209802
Alabama,,2021-03-12,1249205
Alabama,,2021-03-13,1288242
Alabama,,2021-03-14,1298612
Alabama,,2021-03-15,1306419
Alabama,,2021-03-16,1332298
Alabama,,2021-03-17,1363987
Alabama,,2021-03-18,1390066
Alabama,,2021-03-19,1426696
Alabama,,2021-03-20,1460782
Alabama,,2021-03-21,1472666
Alabama,,2021-03-22,1479271
Alabama,,2021-03-23,1509445
Alabama,,2021-03-24,1542416
Alabama,,2021-03-25,1579091
Alabama,,2021-03-26,1611404
Alabama,,2021-03-27,1645858
Alabama,,2021-03-28,1659102
Alabama,,2021-03-29,1666585
Alabama,,2021-03-30,1697641
Alabama,,2021-03-31,1728736
Alabama,,2021-04-01,1771979
Alabama,,2021-04-02,1813462
Alabama,,2021-04-03,1847243
Alabama,,2021-04-04,1858833
Alabama,,2021-04-05,1864857
Alabama,,2021-04-06,1896920
Alabama,,2021-04-07,1935221
Alabama,,2021-04-08,1976344
Alabama,,2021-04-09,2021334
Alabama,,2021-04-10,2065327
Alabama,,2021-04-11,2082605
Alabama,,2021-04-12,2092489
Alabama,,2021-04-13,2127317
Alabama,,2021-04-14,2168891
Alabama,,2021-04-15,2207392
Alabama,,2021-04-16,2245574
Alabama,,2021-04-17,2280686
Alabama,,2021-04-18,2292276
Alabama,,2021-04-19,2297563
Alabama,,2021-04-20,2327764
Alabama,,2021-04-21,2360527
Alabama,,2021-04-22,2394304
Alabama,,2021-04-23,2429629
Alabama,,2021-04-24,2461510
Alabama,,2021-04-25,2471409
Alabama,,2021-04-26,2478227
Alabama,,2021-04-27,2499694
Alabama,,2021-04-28,2527815
Alabama,,2021-04-29,2559938
Alabama,,2021-04-30,2591163
Alabama,,2021-05-01,2617405
Alabama,,2021-05-02,2622717
Alabama,,2021-05-03,2627322
Alabama,,2021-05-04,2644674
Alabama,,2021-05-05,2670926
Alabama,,2021-05-06,2673181
Alabama,,2021-05-07,2726356
Alabama,,2021-05-08,2758021
Alabama,,2021-05-09,2768204
Alabama,,2021-05-10,2773615
Alabama,,2021-05-11,2773902
Alabama,,2021-05-12,2791631
Alabama,,2021-05-13,2831853
Alabama,,2021-05-14,2859591
Alabama,,2021-05-15,2881314
Alabama,,2021-05-16,2886106
Alabama,,2021-05-17,2886153
Alabama,,2021-05-18,2905553
Alabama,,2021-05-19,2906102
Alabama,,2021-05-20,2939161
Alabama,,2021-05-21,2945488
Alabama,,2021-05-22,2962661
Alabama,,2021-05-23,2981931
Alabama,,2021-05-24,2982081
Alabama,,2021-05-25,2996346
Alabama,,2021-05-26,3002607
Alabama,,2021-05-27,3007387
Alabama,,2021-05-28,3016803
Alabama,,2021-05-29,3020540
Alabama,,2021-05-30,3021454
Alabama,,2021-06-01,3022276
Alabama,,2021-06-02,3025283
Alabama,,2021-06-03,3025695
Alabama,,2021-06-04,3032765
Alabama,,2021-06-05,3032931
Alabama,,2021-06-06,3035058
Alabama,,2021-06-07,3036419
Alabama,,2021-06-08,3036833
Alabama,,2021-06-09,3040485
Alabama,,2021-06-10,3064250
Alabama,,2021-06-11,3078445
Alabama,,2021-06-12,3105159
Alabama,,2021-06-13,3114649
Alabama,,2021-06-14,3128112
Alabama,,2021-06-15,3129657
Alabama,,2021-06-16,3141802
Alabama,,2021-06-17,3253283
Alabama,,2021-06-18,3254330
Alabama,,2021-06-19,3275273
Alabama,,2021-06-20,3282193
Alabama,,2021-06-21,3285448
Alabama,,2021-06-22,3291351
Alabama,,2021-06-23,3298895
Alabama,,2021-06-24,3308713
Alabama,,2021-06-25,3308961
Alabama,,2021-06-26,3317156
Alabama,,2021-06-27,3330128
Alabama,,2021-06-28,3341617
Alabama,,2021-06-29,3349904
Alabama,,2021-06-30,3350607
Alabama,,2021-07-01,3365396
Alabama,,2021-07-02,3365623
Alabama,,2021-07-03,3381996
Alabama,,2021-07-04,3382042
Alabama,,2021-07-06,3392366
Alabama,,2021-07-07,3396338
Alabama,,2021-07-08,3402487
Alabama,,2021-07-09,3408591
Alabama,,2021-07-10,3414916
Alabama,,2021-07-11,3422016
Alabama,,2021-07-12,3422020
Alabama,,2021-07-13,3434360
Alabama,,2021-07-14,3434499
Alabama,,2021-07-15,3448153
Alabama,,2021-07-16,3455086
Alabama,,2021-07-17,3455278
Alabama,,2021-07-18,3462968
Alabama,,2021-07-19,3468625
Alabama,,2021-07-20,3471361
Alabama,,2021-07-21,3485659
Alabama,,2021-07-22,3494632
Alabama,,2021-07-23,3494892
Alabama,,2021-07-24,3504304
Alabama,,2021-07-25,3516558
Alabama,,2021-07-26,3527448
Alabama,,2021-07-27,3534356
Alabama,,2021-07-28,3557652
Alabama,,2021-07-29,3557966
Alabama,,2021-07-30,3586810
Alabama,,2021-07-31,3587175
Alabama,,2021-08-01,3603940
Alabama,,2021-08-02,3603951
Alabama,,2021-08-03,3634744
Alabama,,2021-08-04,3646234
Alabama,,2021-08-05,3651071
Alabama,,2021-08-06,3681013
Alabama,,2021-08-07,3699467
Alabama,,2021-08-08,3699583
Alabama,,2021-08-09,3712533
Alabama,,2021-08-10,3730982
Alabama,,2021-08-11,3733090
Alabama,,2021-08-12,3748680
Alabama,,2021-08-13,3764110
Alabama,,2021-08-14,3769434
Alabama,,2021-08-15,3792348
Alabama,,2021-08-16,3815944
Alabama,,2021-08-17,3828166
Alabama,,2021-08-18,3838861
Alabama,,2021-08-19,3857905
Alabama,,2021-08-20,3888601
Alabama,,2021-08-21,3906516
Alabama,,2021-08-22,3916146
Alabama,,2021-08-23,3943465
Alabama,,2021-08-24,3963352
Alabama,,2021-08-25,3966712
Alabama,,2021-08-26,3988529
Alabama,,2021-08-27,4044688
Alabama,,2021-08-28,4072870
Alabama,,2021-08-29,4097445
Alabama,,2021-08-30,4112942
Alabama,,2021-08-31,4136247
Alabama,,2021-09-01,4139337
Alabama,,2021-09-02,4158442
Alabama,,2021-09-03,4178419
Alabama,,2021-09-04,4209610
Alabama,,2021-09-07,4237710
Alabama,,2021-09-08,4252635
Alabama,,2021-09-09,4255847
Alabama,,2021-09-10,4287769
Alabama,,2021-09-11,4292244
Alabama,,2021-09-12,4313489
Alabama,,2021-09-14,4329528
Alabama,,2021-09-15,4342220
Alabama,,2021-09-16,4359022
Alabama,,2021-09-17,4383430
Alabama,,2021-09-18,4386893
Alabama,,2021-09-19,4405259
Alabama,,2021-09-20,4415777
Alabama,,2021-09-21,4430711
Alabama,,2021-09-22,4439932
Alabama,,2021-09-23,4441961
Alabama,,2021-09-24,4449282
Alabama,,2021-09-25,4471337
Alabama,,2021-09-26,4485507
Alabama,,2021-09-27,4494228
Alabama,,2021-09-28,4511086
Alabama,,2021-09-29,4514239
Alabama,,2021-09-30,4532608
Alabama,,2021-10-01,4534772
Alabama,,2021-10-02,4544355
Alabama,,2021-10-03,4565230
Alabama,,2021-10-04,4579477
Alabama,,2021-10-05,4584378
Alabama,,2021-10-06,4594736
Alabama,,2021-10-07,4604007
Alabama,,2021-10-08,4624892
Alabama,,2021-10-09,4630089
Alabama,,2021-10-12,4657171
Alabama,,2021-10-13,4660146
Alabama,,2021-10-14,4669623
Alabama,,2021-10-15,4677864
Alabama,,2021-10-16,4688180
Alabama,,2021-10-17,4703456
Alabama,,2021-10-18,4709775
Alabama,,2021-10-19,4714057
Alabama,,2021-10-20,4722919
Alabama,,2021-10-21,4732829
Alabama,,2021-10-22,4742444
Alabama,,2021-10-23,4759947
Alabama,,2021-10-24,4766186
Alabama,,2021-10-25,4773728
Alabama,,2021-10-26,4779470
Alabama,,2021-10-27,4805213
Alabama,,2021-10-28,4827200
Alabama,,2021-10-29,4847422
Alabama,,2021-10-30,4866607
Alabama,,2021-10-31,4874827
Alabama,,2021-11-01,4884730
Alabama,,2021-11-02,4889817
Alabama,,2021-11-03,4912357
Alabama,,2021-11-04,4926067
Alabama,,2021-11-05,4939456
Alabama,,2021-11-06,4943879
Alabama,,2021-11-07,4960880
Alabama,,2021-11-08,4971453
Alabama,,2021-11-09,4974840
Alabama,,2021-11-10,4994724
Alabama,,2021-11-12,5000242
Alabama,,2021-11-13,5011123
Alabama,,2021-11-14,5046821
Alabama,,2021-11-15,5056706
Alabama,,2021-11-16,5061882
Alabama,,2021-11-17,5077480
Alabama,,2021-11-18,5105635
Alabama,,2021-11-19,5112835
Alabama,,2021-11-20,5139179
Alabama,,2021-11-21,5146029
Alabama,,2021-11-22,5155007
Alabama,,2021-11-23,5170333
Alabama,,2021-11-24,5191035
Alabama,,2021-11-29,5229021
Alabama,,2021-11-30,5242493
Alabama,,2021-12-01,5259251
Alabama,,2021-12-02,5269173
Alabama,,2021-12-03,5301858
Alabama,,2021-12-04,5311207
Alabama,,2021-12-05,5335387
Alabama,,2021-12-06,5348564
Alabama,,2021-12-07,5358521
Alabama,,2021-12-08,5372947
Alabama,,2021-12-09,5379834
Alabama,,2021-12-10,5404729
Alabama,,2021-12-11,5421984
Alabama,,2021-12-12,5427694
Alabama,,2021-12-13,5436711
Alabama,,2021-12-14,5449205
Alabama,,2021-12-15,5460176
Alabama,,2021-12-16,5465558
Alabama,,2021-12-17,5484057
Alabama,,2021-12-18,5498460
Alabama,,2021-12-19,5503643
Alabama,,2021-12-20,5510359
Alabama,,2021-12-21,5518826
Alabama,,2021-12-22,5531312
Alabama,,2021-12-23,5549319
Alabama,,2021-12-27,5592013
Alabama,,2021-12-28,5604954
Alabama,,2021-12-29,5608235
Alabama,,2021-12-30,5624234
Alabama,,2022-01-04,5678299
Alabama,,2022-01-05,5681793
Alabama,,2022-01-06,5695747
Alabama,,2022-01-07,5710373
Alabama,,2022-01-08,5723382
Alabama,,2022-01-09,5731467
Alabama,,2022-01-10,5742343
Alabama,,2022-01-11,5747337
Alabama,,2022-01-12,5761529
Alabama,,2022-01-13,5771935
Alabama,,2022-01-14,5795157
Alabama,,2022-01-15,5805754
Alabama,,2022-01-18,5820951
Alabama,,2022-01-19,5828843
Alabama,,2022-01-20,5831563
Alabama,,2022-01-21,5851443
Alabama,,2022-01-22,5851604
Alabama,,2022-01-23,5908517
Alabama,,2022-01-24,5910491
Alabama,,2022-01-25,5919745
Alabama,,2022-01-26,5933422
Alabama,,2022-01-27,5935375
Alabama,,2022-01-28,5947386
Alabama,,2022-01-29,5948950
Alabama,,2022-01-30,5956347
Alabama,,2022-01-31,5960126
Alabama,,2022-02-01,5964639
Alabama,,2022-02-02,5969396
Alabama,,2022-02-03,5975361
Alabama,,2022-02-04,5981709
Alabama,,2022-02-05,5987026
Alabama,,2022-02-06,5990880
Alabama,,2022-02-07,5993802
Alabama,,2022-02-08,6001038
Alabama,,2022-02-09,6005873
Alabama,,2022-02-10,6007170
Alabama,,2022-02-11,6015101
Alabama,,2022-02-12,6020091
Alabama,,2022-02-13,6021379
Alabama,,2022-02-14,6024341
Alabama,,2022-02-15,6031560
Alabama,,2022-02-16,6032558
Alabama,,2022-02-17,6063958
Alabama,,2022-02-18,6067226
Alabama,,2022-02-19,6068347
Alabama,,2022-02-22,6082787
Alabama,,2022-02-23,6083317
Alabama,,2022-02-24,6087103
Alabama,,2022-02-25,6090785
Alabama,,2022-02-26,6094167
Alabama,,2022-02-28,6099054
Alabama,,2022-03-01,6100421
Alabama,,2022-03-02,6105329
Alabama,,2022-03-03,6108052
Alabama,,2022-03-04,6111841
Alabama,,2022-03-05,6114782
Alabama,,2022-03-06,6114853
Alabama,,2022-03-07,6116791
Alabama,,2022-03-08,6117662
Alabama,,2022-03-09,6119910
Alabama,,2022-03-10,6124293
Alabama,,2022-03-11,6126993
Alabama,,2022-03-12,6129692
Alabama,,2022-03-13,6130617
Alabama,,2022-03-14,6132079
Alabama,,2022-03-15,6133930
Alabama,,2022-03-16,6136613
Alabama,,2022-03-17,6138900
Alabama,,2022-03-18,6141345
Alabama,,2022-03-19,6143378
Alabama,,2022-03-20,6145092
Alabama,,2022-03-21,6145891
Alabama,,2022-03-22,6145984
Alabama,,2022-03-23,6147693
Alabama,,2022-03-24,6149794
Alabama,,2022-03-25,6152000
Alabama,,2022-03-26,6154060
Alabama,,2022-03-27,6154128
Alabama,,2022-03-28,6154130
Alabama,,2022-03-29,6157587
Alabama,,2022-03-30,6159241
Alabama,,2022-03-31,6163615
Alabama,,2022-04-01,6167392
Alabama,,2022-04-02,6172016
Alabama,,2022-04-03,6173021
Alabama,,2022-04-04,6176008
Alabama,,2022-04-05,6180194
Alabama,,2022-04-06,6182143
Alabama,,2022-04-07,6189250
Alabama,,2022-04-08,6194325
Alabama,,2022-04-09,6199212
Alabama,,2022-04-10,6199306
Alabama,,2022-04-11,6202297
Alabama,,2022-04-12,6207259
Alabama,,2022-04-13,6211888
Alabama,,2022-04-14,6216804
Alabama,,2022-04-15,6222725
Alabama,,2022-04-17,6236325
Alabama,,2022-04-18,6239591
Alabama,,2022-04-19,6240831
Alabama,,2022-04-20,6243574
Alabama,,2022-04-21,6251443
Alabama,,2022-04-23,6260386
Alabama,,2022-04-24,6260489
Alabama,,2022-04-25,6264113
Alabama,,2022-04-26,6264204
Alabama,,2022-04-27,6266563
Alabama,,2022-04-29,6274690
Alabama,,2022-04-30,6278381
Alabama,,2022-05-01,6283019
Alabama,,2022-05-02,6284138
Alabama,,2022-05-03,6284287
Alabama,,2022-05-04,6287098
Alabama,,2022-05-05,6290805
Alabama,,2022-05-06,6294411
Alabama,,2022-05-07,6294474
Alabama,,2022-05-08,6294545
Alabama,,2022-05-09,6294545
Alabama,,2022-05-10,6303249
Alabama,,2022-05-12,6309333
Alabama,,2022-05-13,6313176
Alabama,,2022-05-14,6316916
Alabama,,2022-05-15,6317012
Alabama,,2022-05-16,6322387
Alabama,,2022-05-17,6323495
Alabama,,2022-05-18,6326499
Alabama,,2022-05-19,6330112
Alabama,,2022-05-20,6333576
Alabama,,2022-05-21,6337244
Alabama,,2022-05-22,6340733
Alabama,,2022-05-23,6343067
Alabama,,2022-05-24,6344526
Alabama,,2022-05-25,6347722
Alabama,,2022-05-26,6351550
Alabama,,2022-05-27,6355750
Alabama,,2022-05-31,6361923
Alabama,,2022-06-01,6366132
Alabama,,2022-06-02,6368601
Alabama,,2022-06-03,6372174
Alabama,,2022-06-04,6375537
Alabama,,2022-06-05,6378479
Alabama,,2022-06-06,6380381
Alabama,,2022-06-07,6380381
Alabama,,2022-06-08,6385776
Alabama,,2022-06-09,6386398
Alabama,,2022-06-10,6389171
Alabama,,2022-06-11,6392510
Alabama,,2022-06-12,6395423
Alabama,,2022-06-13,6397137
Alabama,,2022-06-14,6398110
Alabama,,2022-06-15,6400265
Alabama,,2022-06-16,6402751
Alabama,,2022-06-29,6409053
Alabama,,2022-07-06,6421894
Alabama,,2022-07-13,6438626
Alabama,,2022-07-20,6463818
Alabama,,2022-07-27,6488750
Alabama,,2022-08-03,6509742
Alabama,,2022-08-10,6525635
Alabama,,2022-08-17,6538636
Alabama,,2022-08-24,6549961
Alabama,,2022-08-31,6560084
Alabama,,2022-09-07,6566505
Alabama,,2022-09-14,6578223
Alabama,,2022-09-21,6594010
Alabama,,2022-09-28,6612131
Alabama,,2022-10-05,6631238
Alabama,,2022-10-12,6649782
Alabama,,2022-10-19,6671583
Alabama,,2022-10-26,6693189
Alabama,,2022-11-02,6717542
Alabama,,2022-11-09,6735771
Alabama,,2022-11-16,6751023
Alabama,,2022-11-23,6765053
Alabama,,2022-11-30,6873874
Alabama,,2022-12-07,6888090
Alabama,,2022-12-14,6904805
Alabama,,2022-12-21,6919202
Alabama,,2022-12-28,6929554
Alabama,,2023-01-04,6937933
Alabama,,2023-01-11,6947815
Alabama,,2023-01-18,6957265
Alabama,,2023-01-25,6964516
Alabama,,2023-02-01,6971439
Alabama,,2023-02-08,6976100
Alabama,,2023-02-15,6980749
Alabama,,2023-02-22,6984197
Alabama,,2023-03-01,6988067
Alabama,,2023-03-08,6991308
Alabama,,2023-03-15,6994604
Alabama,,2023-03-22,6997577
Alabama,,2023-03-29,7000769
Alaska,,2021-01-12,35838
Alaska,,2021-01-13,38680
Alaska,,2021-01-14,42596
Alaska,,2021-01-15,49039
Alaska,,2021-01-19,66331
Alaska,,2021-01-20,68293
Alaska,,2021-01-21,71907
Alaska,,2021-01-22,81096
Alaska,,2021-01-23,88344
Alaska,,2021-01-24,94257
Alaska,,2021-01-25,97031
Alaska,,2021-01-26,98149
Alaska,,2021-01-27,101597
Alaska,,2021-01-28,105858
Alaska,,2021-01-29,110396
Alaska,,2021-01-30,115268
Alaska,,2021-01-31,119590
Alaska,,2021-02-01,122020
Alaska,,2021-02-02,123443
Alaska,,2021-02-03,125765
Alaska,,2021-02-04,129936
Alaska,,2021-02-05,134002
Alaska,,2021-02-06,139147
Alaska,,2021-02-07,146082
Alaska,,2021-02-08,150934
Alaska,,2021-02-09,152874
Alaska,,2021-02-10,156255
Alaska,,2021-02-11,162273
Alaska,,2021-02-12,167436
Alaska,,2021-02-13,175138
Alaska,,2021-02-14,183831
Alaska,,2021-02-16,191008
Alaska,,2021-02-17,193617
Alaska,,2021-02-18,199151
Alaska,,2021-02-19,216223
Alaska,,2021-02-20,227403
Alaska,,2021-02-21,235141
Alaska,,2021-02-22,238279
Alaska,,2021-02-23,239927
Alaska,,2021-02-24,243650
Alaska,,2021-02-25,249559
Alaska,,2021-02-26,254334
Alaska,,2021-02-27,259538
Alaska,,2021-02-28,264741
Alaska,,2021-03-01,268406
Alaska,,2021-03-02,269941
Alaska,,2021-03-03,273350
Alaska,,2021-03-04,276891
Alaska,,2021-03-05,281467
Alaska,,2021-03-06,288625
Alaska,,2021-03-07,295046
Alaska,,2021-03-08,298144
Alaska,,2021-03-09,302687
Alaska,,2021-03-10,307769
Alaska,,2021-03-11,313365
Alaska,,2021-03-12,318526
Alaska,,2021-03-13,324271
Alaska,,2021-03-14,333357
Alaska,,2021-03-15,337141
Alaska,,2021-03-16,339647
Alaska,,2021-03-17,345987
Alaska,,2021-03-18,351093
Alaska,,2021-03-19,356055
Alaska,,2021-03-20,362698
Alaska,,2021-03-21,372435
Alaska,,2021-03-22,375590
Alaska,,2021-03-23,376555
Alaska,,2021-03-24,379296
Alaska,,2021-03-25,384503
Alaska,,2021-03-26,389775
Alaska,,2021-03-27,395650
Alaska,,2021-03-28,401502
Alaska,,2021-03-29,403284
Alaska,,2021-03-30,404339
Alaska,,2021-03-31,407233
Alaska,,2021-04-01,411529
Alaska,,2021-04-02,415690
Alaska,,2021-04-03,420238
Alaska,,2021-04-04,428556
Alaska,,2021-04-05,431436
Alaska,,2021-04-06,432690
Alaska,,2021-04-07,436681
Alaska,,2021-04-08,443287
Alaska,,2021-04-09,448337
Alaska,,2021-04-10,455719
Alaska,,2021-04-11,461286
Alaska,,2021-04-12,465250
Alaska,,2021-04-13,496015
Alaska,,2021-04-14,499742
Alaska,,2021-04-15,499815
Alaska,,2021-04-16,504860
Alaska,,2021-04-17,509843
Alaska,,2021-04-18,515501
Alaska,,2021-04-19,517521
Alaska,,2021-04-20,519030
Alaska,,2021-04-21,524758
Alaska,,2021-04-22,530134
Alaska,,2021-04-23,533546
Alaska,,2021-04-24,536961
Alaska,,2021-04-25,539630
Alaska,,2021-04-26,540565
Alaska,,2021-04-27,541593
Alaska,,2021-04-28,543274
Alaska,,2021-04-29,550524
Alaska,,2021-04-30,552792
Alaska,,2021-05-01,560662
Alaska,,2021-05-02,562442
Alaska,,2021-05-03,562875
Alaska,,2021-05-04,563184
Alaska,,2021-05-05,564720
Alaska,,2021-05-06,567031
Alaska,,2021-05-07,569040
Alaska,,2021-05-08,571320
Alaska,,2021-05-09,571368
Alaska,,2021-05-10,575174
Alaska,,2021-05-11,576062
Alaska,,2021-05-12,577317
Alaska,,2021-05-13,578970
Alaska,,2021-05-14,580781
Alaska,,2021-05-15,583641
Alaska,,2021-05-16,586727
Alaska,,2021-05-17,587406
Alaska,,2021-05-18,587995
Alaska,,2021-05-19,590878
Alaska,,2021-05-20,593159
Alaska,,2021-05-21,595885
Alaska,,2021-05-22,598449
Alaska,,2021-05-23,601098
Alaska,,2021-05-24,601963
Alaska,,2021-05-25,602501
Alaska,,2021-05-26,603860
Alaska,,2021-05-27,605559
Alaska,,2021-05-28,607946
Alaska,,2021-05-29,610038
Alaska,,2021-05-30,611608
Alaska,,2021-06-01,612692
Alaska,,2021-06-02,612892
Alaska,,2021-06-03,614726
Alaska,,2021-06-04,616473
Alaska,,2021-06-05,618609
Alaska,,2021-06-06,621223
Alaska,,2021-06-07,622928
Alaska,,2021-06-08,623367
Alaska,,2021-06-09,623531
Alaska,,2021-06-10,625893
Alaska,,2021-06-11,627519
Alaska,,2021-06-12,629530
Alaska,,2021-06-13,630956
Alaska,,2021-06-14,632568
Alaska,,2021-06-15,633467
Alaska,,2021-06-16,634868
Alaska,,2021-06-17,636187
Alaska,,2021-06-18,637512
Alaska,,2021-06-19,638888
Alaska,,2021-06-20,639941
Alaska,,2021-06-21,641221
Alaska,,2021-06-22,641457
Alaska,,2021-06-23,642096
Alaska,,2021-06-24,643516
Alaska,,2021-06-25,644782
Alaska,,2021-06-26,649109
Alaska,,2021-06-27,650919
Alaska,,2021-06-28,653331
Alaska,,2021-06-29,655493
Alaska,,2021-06-30,658672
Alaska,,2021-07-01,660235
Alaska,,2021-07-02,667278
Alaska,,2021-07-03,668685
Alaska,,2021-07-04,672104
Alaska,,2021-07-06,678029
Alaska,,2021-07-07,678145
Alaska,,2021-07-08,679337
Alaska,,2021-07-09,680539
Alaska,,2021-07-10,681805
Alaska,,2021-07-11,682881
Alaska,,2021-07-12,683394
Alaska,,2021-07-13,683718
Alaska,,2021-07-14,684753
Alaska,,2021-07-15,685764
Alaska,,2021-07-20,687880
Alaska,,2021-07-21,688769
Alaska,,2021-07-22,689556
Alaska,,2021-07-23,690518
Alaska,,2021-07-24,691691
Alaska,,2021-07-25,691722
Alaska,,2021-07-26,693321
Alaska,,2021-07-27,693657
Alaska,,2021-07-28,694288
Alaska,,2021-07-29,695163
Alaska,,2021-07-30,696377
Alaska,,2021-07-31,697440
Alaska,,2021-08-01,697509
Alaska,,2021-08-02,697609
Alaska,,2021-08-03,699605
Alaska,,2021-08-04,700531
Alaska,,2021-08-05,701729
Alaska,,2021-08-06,702821
Alaska,,2021-08-07,703975
Alaska,,2021-08-08,704155
Alaska,,2021-08-09,704160
Alaska,,2021-08-10,704538
Alaska,,2021-08-11,705607
Alaska,,2021-08-12,706538
Alaska,,2021-08-13,707991
Alaska,,2021-08-14,709158
Alaska,,2021-08-15,709232
Alaska,,2021-08-16,711092
Alaska,,2021-08-17,711778
Alaska,,2021-08-18,712734
Alaska,,2021-08-19,714088
Alaska,,2021-08-20,715503
Alaska,,2021-08-21,716988
Alaska,,2021-08-22,717156
Alaska,,2021-08-23,717197
Alaska,,2021-08-24,720003
Alaska,,2021-08-25,721608
Alaska,,2021-08-26,723342
Alaska,,2021-08-27,724964
Alaska,,2021-08-28,726501
Alaska,,2021-08-29,726856
Alaska,,2021-08-30,729517
Alaska,,2021-08-31,730407
Alaska,,2021-09-01,731751
Alaska,,2021-09-02,733429
Alaska,,2021-09-03,735293
Alaska,,2021-09-04,736809
Alaska,,2021-09-07,747155
Alaska,,2021-09-08,747554
Alaska,,2021-09-09,749630
Alaska,,2021-09-10,752270
Alaska,,2021-09-11,754346
Alaska,,2021-09-12,754497
Alaska,,2021-09-13,757384
Alaska,,2021-09-14,758318
Alaska,,2021-09-15,759522
Alaska,,2021-09-16,761075
Alaska,,2021-09-17,763376
Alaska,,2021-09-18,765238
Alaska,,2021-09-19,767649
Alaska,,2021-09-20,769334
Alaska,,2021-09-21,769981
Alaska,,2021-09-22,772176
Alaska,,2021-09-23,775149
Alaska,,2021-09-24,775360
Alaska,,2021-09-25,775688
Alaska,,2021-09-26,775975
Alaska,,2021-09-27,786285
Alaska,,2021-09-28,787670
Alaska,,2021-09-29,790277
Alaska,,2021-09-30,792368
Alaska,,2021-10-01,794992
Alaska,,2021-10-02,798038
Alaska,,2021-10-03,798055
Alaska,,2021-10-04,803283
Alaska,,2021-10-05,804032
Alaska,,2021-10-06,805975
Alaska,,2021-10-07,807903
Alaska,,2021-10-08,810238
Alaska,,2021-10-09,812327
Alaska,,2021-10-12,817091
Alaska,,2021-10-13,818386
Alaska,,2021-10-14,820703
Alaska,,2021-10-15,823566
Alaska,,2021-10-16,827164
Alaska,,2021-10-17,827193
Alaska,,2021-10-18,827197
Alaska,,2021-10-19,844953
Alaska,,2021-10-20,845003
Alaska,,2021-10-21,847207
Alaska,,2021-10-22,849541
Alaska,,2021-10-23,852106
Alaska,,2021-10-24,854656
Alaska,,2021-10-25,856505
Alaska,,2021-10-26,857746
Alaska,,2021-10-27,860049
Alaska,,2021-10-28,863531
Alaska,,2021-10-29,867221
Alaska,,2021-10-30,871548
Alaska,,2021-10-31,871621
Alaska,,2021-11-01,877941
Alaska,,2021-11-02,879394
Alaska,,2021-11-03,879430
Alaska,,2021-11-04,879619
Alaska,,2021-11-05,887652
Alaska,,2021-11-06,891150
Alaska,,2021-11-07,891194
Alaska,,2021-11-08,897495
Alaska,,2021-11-09,898205
Alaska,,2021-11-10,900255
Alaska,,2021-11-12,906244
Alaska,,2021-11-13,912357
Alaska,,2021-11-14,917452
Alaska,,2021-11-15,920191
Alaska,,2021-11-16,920191
Alaska,,2021-11-17,927753
Alaska,,2021-11-18,930894
Alaska,,2021-11-19,934076
Alaska,,2021-11-20,937086
Alaska,,2021-11-21,937235
Alaska,,2021-11-22,937325
Alaska,,2021-11-23,943975
Alaska,,2021-11-24,946031
Alaska,,2021-11-29,949474
Alaska,,2021-11-30,957508
Alaska,,2021-12-01,959867
Alaska,,2021-12-02,963790
Alaska,,2021-12-03,967612
Alaska,,2021-12-04,971750
Alaska,,2021-12-05,971777
Alaska,,2021-12-06,979003
Alaska,,2021-12-07,979906
Alaska,,2021-12-08,982461
Alaska,,2021-12-09,985628
Alaska,,2021-12-10,988502
Alaska,,2021-12-11,990974
Alaska,,2021-12-12,990985
Alaska,,2021-12-13,995545
